ID,TITLE,COMPANY,LOCATION,DESCRIPTION,INDUSTRY,URL,TAGS,CREATED AT,UPDATED AT,TECH STACK,GROUPING,YEARS_OF_EXPERIENCE,JOB BOARD
2,Data Backend Engineer (remote),yelp,"Birmingham, England, United Kingdom","Yelp connects people with great local businesses, but who connects search queries to 100+ million reviews on millions of businesses in under 400 milliseconds?  Who can select the perfect ad from millions of possibilities before the user can blink an eye? And after that user has found the perfect restaurant and is happily munching on their quinoa salad, who makes sure our logs are transported, transformed, and indexed so that we can create more awesome experiences for them next time? We do: the data backend engineers who make these systems work fast, efficiently, and at scale.We’re looking for experienced engineers to join our team to build elegant, scalable systems that use NoSQL data stores, data warehouses, batch processing, and stream processing solutions to empower Yelp-wide use of Machine Learning to solve impactful business problems whether it’s  providing a delightful user experience, data driven decision-making or ensuring the trustworthiness of Yelp’s content and protecting the platform from abuse. If you’re the person who leads their team to constantly improve existing systems and dives fearlessly into solving complex problems, then we’re looking for you!Yelp engineering culture is driven by our values: we’re a cooperative team that values individual authenticity, and encourages creative solutions to problems. New hires are empowered to deploy working code their first week -- and your impact will only grow from there with the support of your manager and mentor. At the end of the day, we are all about helping our users, growing as engineers, and having fun in a collaborative environment.We’d love to have you apply, even if you only meet a few of the requirements in this posting. At Yelp, we’re looking for great people, not just those who simply check off all the boxes.Where You Come In:Build systems that can effectively store and crunch terabytes of data.Work on the infrastructure that empowers millions of Yelp’s users to make the best decisions. Tackle challenging problems such as personalising ads and search ranking, user location intelligence, clickstream analytics, content type classification, delivering personalized recommended businesses to users and sophisticated bot detection. Work closely with other software engineering teams, product managers and data scientists to identify and use the most relevant consumer and business data.Gain expertise in cutting-edge infrastructure for machine learning or data analytics or product feature use cases.Learn the fine art of balancing scale, latency and availability depending on the problem.Mentor other engineers and share the skills you’ve learned.What it Takes to Succeed:Willingness to live and work in the United Kingdom.A deep understanding of programming languages and the systems you've worked on.A passion for architecting large systems with elegant interfaces that can scale easily.A hunger for tracking down root causes - no matter how deep it takes you - and fixing them in systematic ways.Experience building data pipelines to train and deploy machine learning models and/or ETL pipelines for metrics and analytics or product feature use cases. Exposure to some of the following technologies: Python, Java, Scala, Apache Spark, Apache Kafka, Apache Flink, AWS and service oriented architecture, AWS Redshift, AWS Athena / Apache Presto, AWS S3, NoSQL systems like Cassandra.What You’ll Get: Full responsibility for projects from day one, an awesome team, and a dynamic work environmentCompetitive salary with equity in the company, a pension scheme, and an optional employee stock purchase program25 days paid holiday initially (rising to 29 with service), plus one floating holidayPrivate health insurance, including dental and visionFlexible working hours and meeting-free WednesdaysRegular 3-day Hackathons and weekly learning groups, always with interesting topicsOpportunities to participate in digital events and conferences£58 per month toward any wellness activity of your choiceQuarterly team offsitesYelp values diversity. We’re proud to be an equal opportunity employer and consider qualified applicants without regard to Age, Disability, Gender Reassignment, Marriage or Civil Partnership, Pregnancy and Maternity, Race, Religion or Belief, Sex.Note: Yelp does not accept agency resumes. Please do not forward resumes to any recruiting alias or employee. Yelp is not responsible for any fees related to unsolicited resumeApply for this job",[],https://jobs.lever.co/yelp/a2971e6e-cc5b-43b9-a3a2-43eeccfec907,"[""Cloud"", ""Data"", ""Cloud"", ""Data""]",2021-10-23 20:51:58 UTC,2021-10-23 20:51:58 UTC,,,0,Lever
